id	total_listens
8txW9J5I8BhI0rGn	3200
8tzWsVovn4FC82rs	1172
8uQDKgYxio9X13mW	244
8uTs6nAajYgugRsH	8204
8uaRSrqxqCIH7pOf	1296
8w9f1P09QvOT33ri	9368
8wF50b7dLgcFT9nv	2340
8wweAwTMzrrS7DTv	1159
8xFD1UO8nr1qwOg6	81565
8xIeRqsIdyJPSZ2p	3395
8xZbP00VbufGKeYj	6255
8xrqnqA5gqdAFX98	6429
8xunDLSxrB1u5agF	17875
8y5GVBt5FnpVKiI7	90
8yp7mK2uzwBUn9Iy	1882
8zZEG0OS0eBGhCcI	679
8zc42n00FUtlDOAT	1671
90t1iOMqBRa2rGOn	3610
92diTSFMvFEp1c0g	534
94icqKoYJEHY68n9	3594
94vbTStoXRy6EewO	8694
966nol0XzgR4cjyr	5875
96eWc0WjYKXrCoEq	2604
97qvpPek95TfoIpa	6581
981Lm983YaJcbQV4	6579
98iaNi4kVKEjLJZC	824
98mzlj5KlThDab2f	645
99TGOj3j5GlKzzN6	1231
9ALEcwUfkHXd1uem	2495
9AOaR2jWftvvzwNc	704
9AQ2gp033II7Utkt	39900
9AxunydVhWZGaJR2	886
9CuEQRYVaaGpgOGn	2485
9CypKkXKWNXcYwAV	19419
9DLQPzyy6jZyNZMm	4702
9E4Zp3b9190yQ6RM	980
9ECfsfc0ChaQQ1bD	4640
9EOGML1WNsQ0ryqa	4526
9Gj45QwCq23Sxvkk	1126
9HBg3AXFz54KZVC3	2853
9HNx57ho0MUFQuj9	5599
9I0hsAxnkMIJmhV4	1528
9JoD1DcnmEVCA2i8	10062
9Kv6tdav7SJPE8Th	1611
9Obg0hmSeNrutXzL	103
9Q2qYxsinFKcanbz	428
9Rkmh8tiA4nq0rJx	2027
9RqvIvk0Xmjz1mVB	26621
9S00BKF0fnuTlrPU	1514
9SUQfSsDIBOh3QSV	1473
9ScGeeaW8XcxgePd	1320
9So7TgZjEYStsGB4	1545
9SwCdYIwySZFIZEQ	4028
9TFM3GpDFLAJQTQ4	8201
9TdtrIMDIgRuz776	1193
9UFC7eAzSaMCtTsP	307
9UMbE0DqoKUxBnWw	10947
9UXJY75NJUJBsKPV	3013
9VAI4y25Ss2IeGgD	692
9WmRzLCecr83EHdd	62
9XMorDPpzPimHf1w	6111
9XQknh6aLMYeJlpH	1675
9XbAyacJmLQPuNXa	4082
9XjcTcNaVjat5i0X	9736
9Z6Y5H0kW7IF1Vek	3714
9ZXtRv3hOTOr8kNa	7111
9bBM0VxgTbgUaXXg	2784
9cQbFph8ZxYVHi6X	1488
9dR76x7IWzsqBJ2z	1942
9eePBxItPm8wtMyr	3129
9foVDX5tt1E1n0pt	2652
9g5AsYKh7DgGvBPo	6847
9gMC8bWdWmJ8Iayf	1059
9gWQmQ9bBSydT8yb	9612
9hS2h1GQH6bBmeaU	667
9jJu031sMMcGJroy	9689
9ke4fyNGvaC8xdVO	16819
9lHZy0tCa0c5BlBG	7872
9lSTlHxPLJEClwEk	3569
9lXQFSZXONWQspKO	6370
9nQVzYkqPWkXk0MY	13024
9naCL4nTjGXszDKY	3346
9oJf6CZPfElcLDjd	4374
9ooJKeuvH1TEi4nV	3131
9ox1pk272hWvSeHT	1602
9pXCbHC13Iw4SfUh	984
9qimCXKfFS3RqdiI	11211
9r7G6VrbgTfZledH	453
9rgJsDDeGxdXkHOz	5430
9rhl2G04SHdMZLq8	406
9rxSr8yiP1T7CGyc	930
9s6OYu7jPun5FhIh	758
9szB0csJhEuPzDVC	16982
9tDQOeL6BGCH8Au7	3643
9tyjX7156j3f3PEu	3388
9umxf5QDBv8CdhLI	12832
9upCuc7pIWwpxxPU	1025
9vbSPIfz9xnodpD1	11690
9zXA91PvTvOA5iBU	4560
9ziWMjkmNbJKtU8Y	26025
A4LsycXjZwRoZ8aS	305
A4OVTRC4LrcuEwXw	8581
A4zPamKFKv5DdO2U	7067
A5qWRiCbAieM7clB	6546
A617iDGWPxF2xKKn	324
A69Lf5nZp8CuvEs7	3794
A8SqfKFiFMBVJvgA	538
A93SWqSFGpZYuYWi	1098
AAeOggIisBpXISrU	13504
ABGjSkgtZx2RnuH4	1921
ACUIImEbT4ZEYMUO	1831
ACjQMt5Cbjjqr0iM	1265
AEEFrG8ihSJC3zpL	1214
AEQOPkhJd2PVAOcY	111
AEpItygbz4oS8zKt	7019
AFS9IOxKup7q3h8o	6024
AFn9WXVhVKJXnC6i	7420
AGiu2Hhl86cB21Ye	5199
AHNwB8bLWjXJurv5	8022
AIMISCWIplym2JNG	583
AJKrQBuIPMsAJraE	3505
AJRMp2jBYDQrME9q	562
AKE0acTdRRrDohU9	2069
AKNCyTF07aLc9AiR	4045
AL8PEsVaVmgsrAUm	1352
ALJ3b0YxHQ145Jz0	5751
ANQ7cxM26F8hCmSD	3093
ANekBYQqhqu4aH46	7114
AOj9VAtNbKtbGyDM	1733
AQskkgQClEynwo5r	4911
ASVzFkWn0w38dydN	6482
ASZ3TvYABS68ym1Y	827
ASmQDQZeVJytIHp4	813
ATZT90pTOOf3OSTv	13152
AUVRoXWS4tLVv4sp	1775
AV8exd33gKqQzt0p	735
AVaZ1hloqQn8N6J7	666
AVbxOlKxkN9K5A1u	2853
AVpJkUAko5OybSog	19918
AWezRQdOi01jr7um	4581
AXA5LpwC9PJUG4bE	22876
AXLtm31pITnlwbf0	5747
AXTlPJKjtk6ZvJ7n	4742
AakQO4qHS9HwrKm6	2958
Aaruqax7ZuG8p3sc	9481
AdIjOsJtx97kFTbL	350
AdvsGvbHGLuZWWbd	991
AfTmwYp9SWvB91GB	2212
Afgpa0SpeG2mQTfq	3274
AhzneFpAF16EyP0K	1309
AiEoqWRsXTK31Cfs	9793
AiuWZNKO5P4gcGy1	844
Akdz6ekUC7TN3Vgd	1448
AkeYqvR2u32f0Zfa	5683
Am5uwox47SZYrjyx	13061
AnMrHRHmsEPn7bJg	2650
AnOdZ5pDIL2LhtCb	2010
AopoTD1zufuGwk3W	7826
Aor1UfyURwiyPLbf	414
Ap2jNYMNObvQLO34	1607
ApPrMyiUYs5TyCuj	4181
ArC63PvPQ5dSThIG	8340
ArVbMhdVJjWTq8zL	9242
ArvY2CoiVSULejHX	4732
AsRYw9Guh2y25Tvn	3982
AsV7r3Wwfn002Ah8	7050
AwCp1l7uFOBNasE4	853
AyfgPuTGezQu8Jo5	593
AyzKEkr3T7TpexUG	8599
Az2QDTVJ9fzdbfXP	950
B0KfRhZzhobLQS28	3627
B1TTkmWoGoKz4Uew	382
B1lyywM06zQO9aC3	7706
B28RWUh7FG6GkUJU	9179
B3FiVjCPl8Qkc82u	1614
B3tXZmmnw87oUZS3	3388
B4wNWPzUo2nXhitH	1751
B68fzC68qcw2GvkO	10939
B6Ds0jDbwELjlbRN	392
B6RQgIHrK8TwcI3o	261
B6e1BmHUc0ReyvYm	1254
B7KRTGJXV3ILXbro	1562
B7btQafueMXuAB35	455
B8otd5HQ0vn27sWQ	776
B9VMW0o7RBb4nyV0	3107
BAWR3n9Anq4aOq0p	433
BBaha1obZecGL5TC	71974
BBnqEt6TID3YFxvE	30440
BBpiLtwL1yMB5YAi	6918
BC6GrX7aecdpkLqr	461
BCOjlUIl4NOEunc1	177
BDbE9gJqvAaTpmQQ	2478
BDdaYjfQzTl8kAsS	1416
BEZqXYEPfqv77A1S	4919
BEgdPDmHrqCmyoVY	1287
BFyixfzAxb23Ubcv	2099
BGc3sRuSD1HKwZAs	2620
BGka5j0KKRDSzj1N	157
BHkh2yymNyYscHmx	1873
BIB78kmrA1zWsQr5	7045
BJG2OIrToMNZa4xy	7457
BJNFLE55dnimVeju	3818
BKnTQxqe1KAj03wT	2510
BLitoGs4KHrT1tv3	2051
BLmdP17pYtgnOyp8	2933
BMEAx3O2KO1Ggpml	1068
BMaWLcICJh1Pj236	2763
BRPqAfdKjlsfCru3	2659
BRT3Xamcitwly4w6	1661
BRTOry7TO2cKfNkz	6349
BRiCpmqhEUonpU82	1994
BRmRz8PpBvUEqKMB	415
BT635fdnzuZLqFPo	2421
BUk8ydUt6DDjltfJ	4787
BVT89MHFuSJmmrke	431
BWLV3WmTiQ3sF1Sl	11288
BXwILIhQvDBMr0Bn	1055
Bb9bFivSmSm5Gjzw	2234
BbNgovUgB3b1X6cq	1281
BcldrW60gYDCx9Jz	3866
BdpE84qRXtc9deX6	72714
Be1ULDryqr5zx99P	534
BeoaY3fYbDaFmLjN	9740
BfEus5OKim6dsexH	3321
Bhe52F1byrm6bUug	4425
BjHR27fTG8KEuj5i	2309
BjjHIkBQDXX8O8lv	7406
BkEiMHPrYdbWkAW0	7322
BklUBBHCNF82yfYx	499
Bl6czQtTnahOAg2V	913
BlmfG6VDZhitaVPu	10122
BmOOtViUgo572pTR	1966
Bmaa3poAZVrAgBRC	1461
BnWj780VvxqtYsKO	14008
BofH5aprTZh3ajr7	479
BqMdwBSopxmBesGx	3558
BsZfJYJzUcFrH0FX	2399
Bskczhcw4h2DANQt	1949
BuPBMSCm6zzM92Pj	10532
BvavHfrEqUNNphJD	2675
BvmoiCZn9ccFF5cB	4440
Bw7GfSGn1spzTgOQ	227
BwJhJGIg5OYS4cku	2236
BwQcIQs1sUqiMv4D	738
Bz8Ut1ZVZhWnvoMo	966
BzV9M96W2YJM8Jxv	65
BzmC0tp0r7vyVCgb	884
C0jAH39PwX2CXaRO	2973
C1yHCOYympx4GSud	2277
C36GeIQoIdB1cEzT	2149
C3aPWP9mSNzUDfU8	2018
C4BcwRA97MW8dmR6	2284
C4eLKdGrLK7y9qaF	2559
C4p2NVuLZNGwNCn7	1466
C5paXs8lqPUDr9Ub	21080
C5yyuFmyQyxSichC	3113
C7cP4Tb3y713OCkZ	13104
C7yLSARIYHP7UTva	5889
C8G6JevPZX6yRKcc	953
C8hHrdzeQLfPqvL8	440
C9TfpaaJWG6ZbRmg	1354
C9bhTmBGJubNVUhW	1311
C9ohq14tDIAJeodr	237
CB5z9We9yRgagV3t	8420
CBcPJ6qkuMYinTrg	1855
CCP8zIK9PsURC8VV	5912
CDWUcpb8rrqJpn9W	1643
CEVJXrqEv9OKnt0r	986
CF8zqjVftTUkKcDk	2011
CFHZ9aQF6a0zVsOF	1091
CFWSk8LkLbXYa8Id	10278
CFgnBQDNpDbuFcdi	5777
CH5EAX3a0hhBHjTL	1199
CHTTxV9bTN4bPFSK	1973
CHwd2DzLo4Y0QbDP	784
CIFZmQkOQQ4Y40YI	1212
CIGU5YWwTrVOp0PY	237
CJGmkDemALVhhlWp	1689
CJpJU5oNGVXL1dQJ	3435
CK6088zZNE8lbzug	7609
CLtPEcep00zlBPgY	4387
CNWm3JolLu6Mv0MM	868
COzfNSdJviZavR9J	8414
CPu26wWWjwb7Mi4w	1418
CRPZHOYpAT40IwXf	8096
CT7e8gmciDXA0wV7	2470
CTVhEleNqYbyklQq	3651
CUDLVFV5H2FxL5BA	1055
CVFSeqBO8j7dytqQ	1822
CVirHSstAw0VXT6n	1234
CVlCQ0kQaSfveQWU	625
CVoFBIHDFMcFEubL	1302
CVvhNAqsS6Jw0fMr	1434
CWFYcGrKyWf0yeL4	3517
CWUMfHCiUp5zVMPD	1974
CWZj1VHUMhh62i3c	5203
CWfESVwa39hteZwk	495
CX83GZ5zbU6tBaFG	2084
CX9wV5OrV5xcAl4M	8000
CXJHYT7WHOcAlzpc	4292
CXifUtVZgfiLIamc	11948
CXwCmtuSmCI2j7ap	2040
CYAu5IOIJXbTCP2o	2097
CYZomERMjD4HEpJk	1047
CYe0drzolkZdkU2B	969
CaBCn6VOc4cStqyM	1535
CaVxjP8M1oqJdIf0	511
CcR8OC6ncESxbL7I	479
Cd07fQdWjDbf0uz9	5840
CeT7g4rNcepZjBVp	4603
CfCJl3HWjZCvaTv3	10732
Cfb7aid3RUmw4hHk	5836
CfvkUnSa6PTL9BjL	1533
Cg0pN1HZyPp00bOT	8995
CgmAyvJeQM7erUkr	1285
ChRAns38PB6eqzrK	466
ChRm4xMjA7TAckV9	405
ChdbOBKkmP7BEha2	7995
Cif7I1kgESRWwKuQ	1793
CjojUouJD8x2oK6I	2252
CkWfPRGjAp0l4Hwx	1842
CmGVZf1GrtBMo84C	13764
CnzCqAwtC7ijmwgU	29299
Co5zAtQOV13S9ehw	11000
CocZ0nL3swlix80u	511
CpGqhbhdrqy366T1	91
CpMQqEC61piQxPtF	9146
Cpx1e2qCWSwoFtfV	3789
CrFzYBictsPAmmbY	1140
CrJKpDxsUDeInsXd	7080
CsfpOZDunV0c8zq8	4955
Cur2zIG2wkc8LSLV	272
Cv811bMXzCywfqOb	4079
CvArMWtV06AnEZxr	601
CvVHzDk13GXsN0gK	3329
CvVbPxR20KsAD009	5189
CxsmrOAvfp8gDwTM	1271
CyIkLGPUYzqkvE6c	3596
CzkzONUSNSx9lLcL	2211
D06UdZ07pW4tukkR	341
D08HwhnGo3vfl6xP	2857
D0AdTflgurMzFo8y	23961
D0XYGdQqbS9LGzJq	3111
D1D3jPUndCCZecPQ	4176
D1p6ITKuwRAs1DDS	2497
D3e5BOiviaSGBGGy	1379
D46DF60xWITpICPL	2193
D5hjuDeJwmMJGRIZ	242
D6upJxxn9asbdiC4	519
D8lFflzCUh4wf1OE	12347
D9Ot4X644imkjv4c	3693
DANyXVIxZZeNP9Hk	6742
DAnawbMcYajTd3l5	3476
DArUwcsALoeK9DA0	2966
DCuWGUQBdWiIXEkR	354
DFfuAKwP9KRiQgFQ	4234
DFkNluhVgEZ1fgTi	1272
DGbdYicW66NLxQSn	7099
DHpkNiAW8X4DuKQR	10180
DI7aC6Bvhf9z8LmV	481
DIsTmIHqCtvtaj61	452
DJ2XBNrtldRwdoiH	1164
DJooVjvlTdY4Y3WB	79
DKTyV5SDT4YnKHaE	52878
DKoaxlwQEKc4lELm	2248
DKxQNHrmTPllOC5b	6560
DLYjOQS8MLRH3lJ1	1110
DLdTh0wwLJ0xOCa7	17485
DLxu4Y8ISmd6NI9c	2250
DMSPSXCv8UN5942f	69424
DNARs8zFlQJeVRY7	4723
DNjUvcL366eWefpl	7225
DNyrRkt2dB3Hvdep	918
DOeJTu8YNGG86YAD	1129
DP2ePK8qWt1O0h2N	5429
DPFXWKlGJMSq9gfe	1390
DPLyxVW6ak1A7jw4	6903
DPof7vq7OM1UpaM5	6890
DQ2wK0gqtQdoMK9F	215
DQmtRMYYYjTdXbeq	2010
DS9E2pHa4u4kiKmK	2297
DTSrTe7hw3sq50pz	3242
DUawgAzC5srDY0QU	3020
DUeLqGBIxJLrjBSm	15475
DUgxTfu1TneqtqoH	2490
DYKfD1gxKXIa9wto	1788
DZ4J7OARI4hIujrs	5200
DZgccieoZx4s7hOE	3037
Dc0k4kdIscCtL4AR	416
Dcp0zcMIAkJU174V	6325
Ddg8zi2tOooa4HH1	62647
DfWASsoggVsMGKVr	1519
DggtWRgu03MbCOii	2536
DhBnYEKJJdHMiBVM	7741
DhFPMdj5RJq0H3BY	10186
DhNEeU8JaJVy4MDa	44151
DjEapYdBMmxcS3LD	3049
Dko6TRy3mwwongXJ	7281
DnAEljRAjZLcl164	302
Dq9mzZzO0Gckyswm	2444
DqOSBH0Gjfwtl4wu	6291
Dr5vijFUZDaMyGsg	2256
DrYdSKYlfDS5XiEv	191
DritvKM7DlqjAzD7	255
DsILEY8dvfZclQnl	942
DsfmJ3NQZUJYEFGX	1510
Dtc8DjTK7QORh26n	13785
Dtf7ZV2mJSpyuvdD	3190
Dx7575eT17prW44N	4463
DxXwgidQYyVvlhbb	495
DyixMd9p8yG8rGn9	774
DzOzu2jdYJQY7xH9	3620
E0SCIZn8BPSK8ob9	36381
E0rPoB3pqKcJfTQk	8236
E3IXQHK3HLYPlM6D	4424
E3JeKfbBEfKzZxjw	8198
E3K4sUUHehfoyjAF	1626
E3g14Cd5lqPM250D	3896
E3iQOe4M979du9C8	24037
E4v2qT6KWmzNohGV	15197
E5h6RTCn2jyAp6V6	982
E62BPyhF0YB4MKAu	3414
E6DryboBx1rVf2bs	3307
E6QrKKiL4134JTkV	14272
E6eFVeoQOrdCEEkw	700
E7rGR6D2EpOcW5Tt	9287
E8JKHla4clbaJIbx	5462
EAgEXKfvvhLzdU8o	762
EBHJgQnVfCFG3boD	2799
EBmAnNCdhFas3S65	3168
EC3jg1iDL6Q8cvcP	2388
ED0dEDrAz9bxPw8Q	3935
EDmgmp62KcRZM3Ij	719
EE57XUwo2XWipbPl	14521
EFBW0rpI8V3soWRc	1429
EFPWfe3zFwitM0wY	6078
EGXG8zDFs49zvLhZ	696
EGywWsHEJRpzqft2	3208
EHdHxsbHjFcVjsyf	2946
EJCqZ5sqDgc5DsBE	1773
EL2vVpJr5csb9jW7	11706
ELY2iJ98YMasAAW1	7654
ENFhYQZ1NLMxTg4N	1378
ENWDfNzI6Hyu7KVg	1625
EOBcqQq4c4URWmPa	47559
EOOM6vcVYsfB1DvB	13981
EOpAZnYeQJLvT5EU	1030
EPD1EHqWmjEcmYzr	1141
EPq10w8WXMzn6SiM	5942
EQJtPKtgnqfMf8Vr	2961
ER6vgmZp5VMwLzfq	4495
ES5ODoVy4wfszATB	3537
ESnfcK91JipoO4vM	15506
ETBirMFn5pdAWMtV	13784
ETkELadJAwQB5T1y	6783
EUuYwbMezIrOZWwX	262
EUzw83McYkRkvDgX	2126
EV3VRzYbYoFjmj1w	1730
EVmPKjs810Qai26E	341
EWRmOOav95GYKxE2	10047
EZJM2B4piUzzIJPo	2651
EaGJpJ4UefswdNFz	22713
EcCD1I5iwRWNpoKw	436
Ecw9XVEBc3ejMnAb	119
EdWKkwH1P7hYlfOd	2483
EdnYDVvrVmzze4A6	938
Edv33hXmNZO1stua	548
Ee0NrsYTYdqXzq2E	12517
EeBWLf4b9wqHTIEA	13495
EeUoJbeUQNiHGJeX	937
EeWJkru2SaICG6ca	11021
EeipMx7HWhlB5l6F	4236
EfKfVOJk7obupm6e	1879
Egv6ncmZ7jm7KCMC	1076
Eh6pQXLMLvF3Jf1n	3498
EhL8ZaVhOKqhAJID	4171
Ehe6IphBrtHHNwfG	3538
EiK0UuSTezFQBe6c	5648
EjKoL6B0RQ3VdRZK	8296
EjOvGF0HdkSCxF4I	1921
EjkW75tMwTOOowoF	1173
EjpF1BUyTjsiggP2	1596
Ekrvx3wP9kChatiY	4267
EktI2QhjorKG7tIL	6538
ElJlIkZhkF99mI1o	3594
EmvNB6w4SUHE97OZ	4034
EnTMaNU4h8i36T7c	567
Endv4RxdMU7inR1m	303
Eo6N9jIZKJTOwrKh	267
EonalxrIZUcgiAER	334
Ep4UjG5iIPO6rt5i	865
EqVOzx1IYb1rrvww	16964
Es84XYyrkHWLgdH3	2404
EscKtekiCT9m7Tg8	2251
EsxmiDUT0v0NDbWP	2659
EtYe8YWsGvZmeRYM	235
Eu4JDE8eq9d3RtRR	4024
EuFKcEtJ08PSZ3eH	2675
Evdw7UL2gxUcwFdn	510
EwktRONYpSELDOb0	7361
EyTN7l34CK2aBbxJ	9903
EylLg1MQcHmSa6WQ	1268
EytOlntkubGWrnmh	6026
Ezwh6WYzeSpqFWaP	4134
F0hDTmdh6HIRFsQ8	43277
F1aSYwnORaOhdtkF	498
F2Y16LT156bwNxJP	461
F2e2v4hi3OplM8Vw	1525
F2hvLZ9qIjWsDQI2	5208
F3B89zdiZZ2ofTFx	2087
F3Z9AkXlCdGosb68	990
F4Bxl1kOwPyffZ5i	208
F62uBuzndbQm31l0	910
F6wjWFHliZXqpwTN	370
F7BnaIdW8cBemmWw	215
F7kB7q4ezZZMgZbM	8284
F8CTIUwb6mQ8gV7G	5582
F8ZkHRzie0n9lAgI	568
FBqujDGfrNbBmiD0	1506
FCtUDp9WjiQx8luO	2590
FD2gfR8FQxCZfJF8	3385
FD33Kuhsj5gPPbW8	15698
FEEnVvso8k9FdeP5	14335
FFtQyoUyiRXOMzSY	3381
FFzYMGfA323nt6nv	2608
FGJmF8RWJyZ4jUg1	3253
FGeZilvMrLwnxGIT	1541
FGu37Yca3YzMivPd	26314
FH67mrtz7531Lh6j	6505
FHbTlqJXuYnrDgoc	1321
FIIoSixBjzGK2upP	1261
FIk3qgEaaw2pbJRn	1431
FJTNkUIjO35cHajc	6062
FKHqXJZXiZW46NDW	1543
FLCk8Zl1mYItuahn	3301
FN0z8lNlOs1rZstc	2640
FNBg7nUCyoG14H6f	4863
FP3QItPNaS9TqPKm	29964
FP8om69jZy4VA7ei	8157
FQuSKuVJGda6AnSj	11412
FRVUbGb3gAWzOdlG	3005
FSrOaCcuNzLbrXEw	5156
FTOdBtBV3TaSqCT3	1854
FTTwDSUmFeCE2eG2	3707
FTUtgkJDUsylFz1S	1141
FU5lU3n045QpgrTM	6618
FV1bGx0nP3pqJRig	1066
FVAkrRqcPyOiGizW	3206
FWgz1hVIq59Ve6SY	19266
FXPBCGmH86YGww3X	1020
FYbi5F6qvTpd7mZm	923
FZCEOiZ8WMYcgAkh	1273
FakoHKQAGT6gFXP0	5279
FazIOZxQqINAZlfv	4650
FbXNbhI9KXu458sS	357
FbgPAr6edODtw92t	6386
Fc1DVHuBQ3acET7J	2399
Fe79us1o10ZaFNEK	780
FeWT4cWDN1bPnEuY	23957
FfBMBYNu5ZV3NuEm	775
FgQJ9yc58sRL8FSM	2325
FhCFY3ZEjwxDcUlX	2539
FiXIOm6C8woWhma4	12569
FidvFpaZ0XVeMZEy	4376
FipfdKTiPkIugYMy	14582
Fjh9GMV5kJykfrC6	8760
FkUpPnhNCSoXzHmc	3086
FkYKfUADYhNwYpxU	1208
Fm6nRqG1LwlDLyi7	1899
Fmcokil0C06HOb83	4689
FnuceIYzKfxIyO7g	2459
Fpc1IxR0hPpXgfIz	4100
FpzEz2hHUU53zMIS	11080
FrBxNiIOJ3t1XHBM	711
FrQpwvVF1fwzNps7	1084
Fu8UwyrZ1iw2EmPZ	9440
Funk25m7wFcANXAv	3175
FvqGWytde6EWaZpE	1921
FwCe7ocOSk0qRQO1	2806
FxHZLR3kIy3tIZ04	304
FzBGuQhNJ8D49br3	36950
FzSZcJLdhYzlUQDy	5670
G3vbmo6Q5hr0hdYV	2840
G4B4fuFVkSqWzTHl	3297
G4VU810Wqh1dlwb2	23488
G6K3c5OCTW3KRj3m	1713
G6WUcLtHqv2wHYKK	7224
G6qpt88wQAxSUBXw	3920
G7eWAmS16ClFyMJW	5058
G8ESKBwvWDP2LkzN	3502
G9I6EDDemPp0ehdR	1477
GB0xPSWDfNa2MphA	3283
GB9LkV8pTLXCCvX6	63725
GD2tddH1GpFJrynx	13153
GDdCnfs63FSLqhtT	189
GFQxaP6wr8ELOJm1	1700
GG0FE7zrXbFwK8tJ	6064
GGiAIlRpnozeSkfe	1205
GJXS6HbcFVEv3M2r	14659
GKixw9EdmwXDcxk1	7471
GLDZIMHKJSEnN9M3	3975
GLHpznqlcD1XBs9E	4263
GLMb98xm0bVFx6fK	614
GNZo57bkYjl49DP7	4219
GNp8wUZ0nAzIFSXj	117
GPWFrxLkmmzBJyWy	5122
GPgGEwhEmHNCuU7l	790
GQEMVg0MZ4lgycry	460
GQHbgG7YXNRBiAAa	150
GQN0v6pQ5anL2SCW	16797
GR1GH1ei44Csdz8t	5922
GR2uTOMOzmHtj46o	941
GRYChZ8Nk6vbDgDa	2526
GRlCQYNd17jNgAtf	6612
GShEFugbakfNllfR	2336
GTZ9KwLu7xO79fkt	1032
GTnBA4PZ8jvjxRwZ	1466
GTpKGQ9ylLb4yJzr	1290
GVq9iPSKr4l5IY8O	2497
GWAl90817S41DCrs	10989
GWcsl5QCs9jTMSRe	790
GWisQ5MZSM6KlrJr	3188
GX2ioTwjLPBWPFwA	449
GXnqYZQ6J1qtsoxL	290
GYIktBjq4lyMMevu	2194
GYOmFpphNqfLeNos	525
Ga3imEdMN9iK8OIn	1739
GaCToBXs3310BQ1L	440
GasaPmY5bx3BKF1P	1763
GbVcaSJnFaQncigl	3173
GdQfL2mdoNVpPFuJ	1030
GdW0dqJ7HV7iQrRx	56194
GeUoZ0JH69p2eziP	8424
GeZtaQuAP0EniTEC	1089
GecDfHN4MDWrms80	5010
Gh4XHTuCdfXt0kB7	1956
Gi7EvpXB8v5yFFgI	2525
GiqN85i59Uo2EKL2	19643
Giqjy1Hd9MlUj0Hu	8416
Giw9rlX7prEfgzgu	17463
GjGJvKqFeeRyqG4F	354
GjIaZcckFpTQqF8N	3437
GjdDqcdpz7kX85kl	3725
GkQ1I5t5KoCwWu8W	1563
GlCxKUq2124zirRO	20861
GlYslBKVrU42Fiib	1501
GnbHzdgMLjLe69Wj	242
Go15EbiCsSSqRnTD	4734
Gp12UXU2gYdzes3O	1777
GpPXb57QWjPsbmfl	11417
GrSME2dBdX6CISeo	2060
Grh79mjaokNsoY2U	843
Gs3CHsgYoCggyISH	6853
GsiqvJ44SRjwFfCd	796
Gt8KiaSXiSiGNLUg	1040
GuH9cRalvkhXvmaZ	3340
GuUaZTQuJtaRj8e0	4250
Gv7u3I8Kb160nFJC	13931
GvR3ihpANzPFUV9q	1841
Gvab8XyUte35lD6P	156
Gw08kTvWmOgb8Qbn	105
GwO4jQ8fWWKnH56l	1234
GwquXWElKl9hkMiW	2124
GwriOU6L2hEe3Hin	4779
Gxp7i2NJf4ROyWRI	6493
Gxz7sH11y29Xfe7i	1082
Gz2F0AG11jhpgQHr	1267
H0kTEL6UKo8cmgO5	6337
H12LNbCSssH1gSuL	677
H1Dp9iJ9WghnUbzo	2087
H1bM3eivsnVL3oO0	21878
H25cgmv5L3hoHYnR	1229
H2Wwe2mTxou841Vx	4957
H2XKil402Iyl8Gnk	1599
H2YkL2APQ7R3emwZ	52422
H2gelsotmlTqujBV	12512
H2mPK0g7i8dZEWDy	1193
H3uryo1FKi4ygpLY	2732
H4Rn7gxuv0sJFBsy	7563
H5EeKULbGQdMOQPT	3948
H5k2E6IhGaUcoTqK	2262
H7M63BTs2caxHLmu	13169
H88BIGdhTNlIBTJO	3251
H8XQNgGU44rJIYDx	778
H9W4aMDnrnAbCyLu	12937
H9d8vL3SJKvo8bcX	6015
HA7XNWwLQZuF6Hjc	1562
HAyKV0B6Ty1rA6e4	233
HBeK1uQ46cJLGak4	4990
HC6CfbarKJOvaP47	2539
HDf8exjRtFhRM2K1	5795
HFlSLHdjEjzkDJgu	12503
HGcOj4MaxJQoqq9m	6670
HH3vmubzJlTrD8lt	4756
HHZPHKq7xyUmIcs0	3077
HHsVKrzhzUV7BL3Z	64909
HI0wjP2jDgpsgBFi	3822
HISv7m5hQHdmxOnh	953
HIYsWC4lzWHy7o0U	1843
HIkZEXTfO16B1dbt	16000
HJGyJHM0q2ochKcR	43418
HJTtKsIzSJ7vQsyj	1467
HKfd502OPyX73yXS	9263
HNU7899zG5nzMtpn	2170
HNV71xeWPAqbgA4X	32325
HOUdk6g5iprQPEj9	2864
HOVkr6ZUpqlQwZVe	2753
HPBhegHaYMiTi3oQ	2192
HPhvvFWThgnDS9Ow	5514
HPwAhTFWKG1yWI96	3624
HQKk4LHWfVRhYni0	7475
HQa5V1O42i5D3o8X	7956
HRU3xfx9MdqpmuDN	1028
HSwxznJgmXmkolxt	1033
HSwzl8RzROk9bk0U	317
HSxUW3U2aP92vp0V	6084
HTqUzOe7SF1tWFh6	3201
HUHoiFsJ2EYTPozm	3511
HUOSeI0YAPMQQbBz	745
HVsxu5jJtOctRg0x	9588
HXR67d9mHNTVWMUq	794
HXbh141P712MSpIW	3225
HYsGH5Vl0UOwyEev	28316
HZKtP8XUnklektpC	787
HZqQoKQaUPOKpOfE	2906
HaRuIk8jhyisuHfH	2110
HasvlKVkh3kNRLEg	597
Hb6QxQ3eizAI9OJy	189
Hbk6tjofjFONeex4	3638
HbuQKtQ5NzKDxHLb	271
Hd9RYsn5T3tcG5W2	725
HdRzOHorMmu1z6Ey	4816
HdavlfT9eh8AnBP8	1058
